"Well","Analyte","Reading"
"D8","F",5
"D8","F",7
"D8","F",7
"D8","F",6
"D8","F",7
"D8","F",6
"D8","F",7
"D8","G",835
"D8","G",773
"D8","G",266
"D8","G",291
"D8","G",696
"D8","G",800
"D8","G",227
"D8","H",89
"D8","H",116
"D8","H",92
"D8","H",86
"D8","H",103
"D8","H",56
"D8","H",89
"D8","H",166
"D8","H",138
"D8","H",128
"D8","H",95
"D8","H",135
"D8","I",39
"D8","I",50
"D8","I",61
"D8","I",71
"D8","I",75
"D8","I",69
"D8","I",68
"D8","I",27
"D8","I",37
"D8","I",52
"D8","I",65
"D8","I",61
"D8","I",70
"D8","I",60
"D8","I",73
"D8","I",62
"D8","J",12
"D8","J",15
"D8","J",18
"D8","J",20
"D8","J",27
"D8","J",35
"D8","J",32
"D8","J",23
"D8","J",26
"D8","J",19
"D8","J",29
"D8","J",35
"D8","J",22
"D8","J",24
"D8","J",19
"D8","J",17
"D8","J",16
"D8","J",33
"D8","J",32
"D8","J",16
"D8","J",20
"D8","J",20
"D8","J",17
"D8","J",20
"D8","K",0
"D8","K",0
"D8","K",0
"D8","K",0
"D8","K",1
"D8","K",0
"D8","K",0
"D8","K",0
"D8","K",0
"D8","K",0
"D8","K",2
"D8","K",0
"D8","K",1
"D8","K",0
"D8","K",0
"D8","K",0
"D8","K",0
"D8","K",0
"D8","L",295
"D8","L",214
"D8","L",514
"D8","L",180
"D8","L",438
"D8","M",57
"D8","M",38
"D8","M",46
"D8","M",38
"D8","M",37
"D8","M",36
"D8","M",73
"D8","M",40
"D8","M",35
"D8","M",24
"D9","A",8
"D9","A",11
"D9","A",10
"D9","A",16
"D9","A",10
"D9","B",94
"D9","B",94
"D9","B",31
"D9","B",124
"D9","B",100
"D9","B",45
"D9","B",24
"D9","B",84
"D9","B",126
"D9","C",14
"D9","C",13
"D9","C",15
"D9","C",14
"D9","C",15
"D9","C",14
"D9","C",38
"D9","C",13
"D9","D",372
"D9","D",779
"D9","E",747
"D9","F",18
"D9","F",6
"D9","F",5
"D9","F",5
"D9","F",4
"D9","G",813
"D9","G",848
"D9","G",854
"D9","H",115
"D9","H",88
"D9","H",141
"D9","H",115
"D9","H",209
"D9","H",56
"D9","H",109
"D9","H",58
"D9","I",61
"D9","I",64
"D9","I",5
"D9","I",69
"D9","I",65
"D9","I",49
"D9","I",57
"D9","J",23
"D9","J",25
"D9","J",32
"D9","J",20
"D9","K",2
"D9","K",0
"D9","K",0
"D9","K",0
"D9","K",0
"D9","L",502
"D9","L",1
"D9","L",250
"D9","L",233
"D9","M",76
"D9","M",58
"D9","M",56
"D9","M",53
"D10","A",7
"D10","B",292
"D10","B",75
"D10","B",48
"D10","B",187
"D10","B",147
"D10","B",218
"D10","C",15
"D10","C",32
"D10","C",19
"D10","C",34
"D10","D",786
"D10","D",840
"D10","D",912
"D10","D",838
"D10","D",818
"D10","D",701
"D10","E",282
"D10","E",535
"D10","E",292
"D10","E",350
"D10","E",777
"D10","E",572
"D10","F",3
"D10","F",4
"D10","G",301
"D10","G",268
"D10","G",211
"D10","G",232
"D10","G",421
"D10","G",822
"D10","G",320
"D10","H",85
"D10","H",49
"D10","H",63
"D10","H",100
"D10","H",189
"D10","I",29
"D10","I",34
"D10","I",68
"D10","I",40
"D10","I",39
"D10","I",48
"D10","I",56
"D10","I",74
"D10","I",60
"D10","I",46
"D10","I",787
"D10","I",817
"D10","J",22
"D10","J",19
"D10","J",14
"D10","J",29
"D10","J",12
"D10","J",16
"D10","J",25
"D10","J",21
"D10","J",131
"D10","J",183
"D10","K",0
"D10","K",0
"D10","K",0
"D10","K",2
"D10","K",0
"D10","K",0
"D10","K",0
"D10","K",0
"D10","L",713
"D10","L",521
"D10","L",805
"D10","M",32
"D10","M",23
"D10","M",53
"D10","M",25
"D10","M",40
"D10","M",41
"D10","M",103
"D10","M",41
"D10","M",68
"E1","A",8
"E1","A",9
"E1","A",16
"E1","A",15
"E1","A",12
"E1","A",11
"E1","A",6
"E1","A",16
"E1","A",3
"E1","A",11
"E1","A",3
"E1","A",8
"E1","A",14
"E1","A",15
"E1","B",39
"E1","B",92
"E1","B",110
"E1","B",75
"E1","B",68
"E1","B",90
"E1","B",102
"E1","B",83
"E1","B",61
"E1","B",92
"E1","B",141
"E1","B",87
"E1","B",77
"E1","B",71
"E1","B",79
"E1","B",112
"E1","B",71
"E1","B",62
"E1","B",97
"E1","B",108
"E1","B",108
"E1","B",144
"E1","B",165
"E1","B",116
"E1","C",34
"E1","C",20
"E1","C",10
"E1","C",15
"E1","C",12
"E1","C",68
"E1","C",36
"E1","C",32
"E1","C",15
"E1","C",16
"E1","C",9
"E1","C",8
"E1","C",8
"E1","C",20
"E1","C",8
"E1","C",8
"E1","C",16
"E1","C",9
"E1","C",16
"E1","C",16
"E1","C",12
"E1","C",10
"E1","C",16
"E1","C",14
"E1","D",757
"E1","D",984
"E1","D",880
"E1","D",856
"E1","D",874
"E1","D",756
"E1","D",774
"E1","D",825
"E1","D",776
"E1","D",829
"E1","D",679
"E1","E",815
"E1","E",673
"E1","E",381
"E1","E",517
"E1","E",315
"E1","E",873
"E1","E",330
"E1","E",750
"E1","E",273
"E1","E",785
"E1","E",292
"E1","E",814
"E1","E",436
"E1","F",4
"E1","F",6
"E1","F",3
"E1","F",6
"E1","F",8
"E1","F",3
"E1","F",11
"E1","F",7
"E1","F",5
"E1","F",4
"E1","F",6
"E1","F",6
"E1","F",6
"E1","F",4
"E1","F",3
"E1","F",5
"E1","F",4
"E1","F",5
"E1","F",3
"E1","F",2
"E1","F",6
"E1","F",5
"E1","G",616
"E1","G",829
"E1","G",472
"E1","G",483
"E1","G",898
"E1","G",505
"E1","G",740
"E1","G",281
"E1","G",359
"E1","G",798
"E1","G",583
"E1","G",753
"E1","G",98
"E1","G",325
"E1","G",776
"E1","G",547
"E1","G",478
"E1","H",125
"E1","H",58
"E1","H",176
"E1","H",31
"E1","H",75
"E1","H",110
"E1","H",64
"E1","H",106
"E1","H",100
"E1","H",124
"E1","H",92
"E1","H",81
"E1","H",105
"E1","H",74
"E1","H",94
"E1","H",79
"E1","H",103
"E1","H",38
"E1","H",90
"E1","I",62
"E1","I",56
"E1","I",55
"E1","I",42
"E1","I",57
"E1","I",62
"E1","I",43
"E1","I",60
"E1","I",59
"E1","I",65
"E1","I",60
"E1","I",58
"E1","I",47
"E1","I",55
"E1","I",29
"E1","I",52
"E1","J",11
"E1","J",20
"E1","J",16
"E1","J",26
"E1","J",20
"E1","J",14
"E1","J",17
"E1","J",17
"E1","J",14
"E1","J",17
"E1","J",13
"E1","J",13
"E1","J",15
"E1","J",17
"E1","J",14
"E1","J",17
"E1","J",13
"E1","J",20
"E1","J",23
"E1","J",18
"E1","J",21
"E1","J",17
"E1","J",30
"E1","J",15
"E1","J",30
"E1","K",0
"E1","K",0
"E1","K",0
"E1","K",2
"E1","K",1
"E1","K",12
"E1","K",1
"E1","K",0
"E1","K",0
"E1","K",7
"E1","K",0
"E1","K",2
"E1","K",0
"E1","K",0
"E1","K",4
"E1","K",1
"E1","K",0
"E1","K",0
"E1","K",0
"E1","K",0
"E1","K",0
"E1","L",213
"E1","L",180
"E1","L",792
"E1","L",170
"E1","L",529
"E1","L",298
"E1","L",144
"E1","L",199
"E1","L",387
"E1","L",350
"E1","L",490
"E1","L",818
"E1","M",52
"E1","M",52
"E1","M",54
"E1","M",48
"E1","M",32
"E1","M",41
"E1","M",31
"E1","M",29
"E1","M",19
"E1","M",49
"E1","M",28
"E1","M",39
"E1","M",29
"E1","M",38
"E1","M",42
"E1","M",50
"E1","M",37
"E1","M",173
"E1","M",48
"E1","M",51
"E2","A",7
"E2","A",6
"E2","A",10
"E2","A",42
"E2","A",4
"E2","A",19
"E2","A",8
"E2","A",12
"E2","A",13
"E2","A",4
"E2","A",7
"E2","A",7
"E2","B",90
"E2","B",50
"E2","B",115
"E2","B",79
"E2","B",63
"E2","B",123
"E2","B",52
"E2","B",110
"E2","B",78
"E2","B",147
"E2","B",113
"E2","B",120
"E2","B",110
"E2","B",43
"E2","B",67
"E2","C",30
"E2","C",17
"E2","C",24
"E2","C",18
"E2","C",12
"E2","C",10
"E2","C",8
"E2","D",749
"E2","D",841
"E2","D",756
"E2","D",717
"E2","E",726
"E2","E",787
"E2","E",235
"E2","E",735
"E2","F",17
"E2","F",6
"E2","F",9
"E2","F",7
"E2","F",7
"E2","F",6
"E2","F",5
"E2","F",27
"E2","F",4
"E2","F",8
"E2","F",3
"E2","F",11
"E2","F",3
"E2","F",4
"E2","G",606
"E2","G",290
"E2","G",816
"E2","G",771
"E2","G",493
"E2","G",803
"E2","G",305
"E2","G",820
"E2","H",103
"E2","H",144
"E2","H",52
"E2","H",35
"E2","H",129
"E2","H",83
"E2","H",73
"E2","H",61
"E2","H",92
"E2","H",81
"E2","H",67
"E2","H",88
"E2","H",103
"E2","H",99
"E2","I",56
"E2","I",59
"E2","I",67
"E2","I",69
"E2","I",68
"E2","I",73
"E2","I",71
"E2","I",50
"E2","I",42
"E2","J",64
"E2","J",69
"E2","J",64
"E2","J",64
"E2","J",52
"E2","J",21
"E2","J",17
"E2","J",19
"E2","J",28
"E2","J",18
"E2","J",18
"E2","J",27
"E2","J",19
"E2","J",45
"E2","J",17
"E2","J",15
"E2","J",19
"E2","J",49
"E2","J",34
"E2","K",0
"E2","K",0
"E2","K",2
"E2","K",0
"E2","K",0
"E2","K",5
"E2","K",0
"E2","K",5
"E2","L",264
"E2","L",213
"E2","L",763
"E2","L",217
"E2","M",27
"E2","M",82
"E2","M",64
"E2","M",57
"E2","M",40
"E2","M",28
"E3","A",5
"E3","A",11
"E3","A",7
"E3","A",6
"E3","B",391
"E3","B",300
"E3","B",275
"E3","B",333
"E3","B",672
"E3","B",366
"E3","B",683
"E3","B",325
"E3","B",157
"E3","C",62
"E3","C",64
"E3","C",61
"E3","C",70
"E3","D",816
"E3","D",771
"E3","D",833
"E3","D",758
"E3","D",834
"E3","E",842
"E3","E",822
"E3","E",718
"E3","E",831
"E3","E",796
"E3","E",381
"E3","E",708
"E3","F",69
"E3","F",50
"E3","F",66
"E3","F",65
"E3","F",57
"E3","F",61
"E3","F",75
"E3","F",67
"E3","G",810
"E3","G",906
"E3","G",683
"E3","G",761
"E3","G",292
"E3","G",818
"E3","G",813
"E3","G",740
"E3","G",859
"E3","G",782
"E3","G",772
"E3","G",895
"E3","G",765
"E3","G",778
"E3","H",488
"E3","H",723
"E3","H",55
"E3","H",833
"E3","H",365
"E3","H",837
"E3","H",469
"E3","H",797
"E3","H",797
"E3","H",664
"E3","I",351
"E3","I",358
"E3","I",231
"E3","I",263
"E3","I",191
"E3","I",239
"E3","I",329
"E3","I",352
"E3","I",330
"E3","I",100
"E3","J",61
"E3","J",76
"E3","J",50
"E3","J",39
"E3","J",49
"E3","J",40
"E3","J",42
"E3","J",33
"E3","J",26
"E3","J",42
"E3","J",62
"E3","J",46
"E3","J",40
"E3","K",0
"E3","K",0
"E3","K",0
"E3","K",0
"E3","K",0
"E3","K",0
"E3","K",4
"E3","K",0
"E3","K",3
"E3","L",188
"E3","L",179
"E3","L",160
"E3","M",35
"E3","M",118
"E3","M",45
"E3","M",56
"E3","M",21
"E3","M",41
"E3","M",37
"E3","M",25
"E3","M",55
"E3","M",30
"E3","M",53
"E3","M",108
"E3","M",26
"E3","M",70
"E4","A",2
"E4","A",19
"E4","A",2
"E4","A",16
"E4","A",15
"E4","B",62
"E4","B",40
"E4","B",31
"E4","B",86
"E4","B",39
"E4","B",81
"E4","B",10
"E4","B",69
"E4","B",143
"E4","C",5
"E4","C",5
"E4","C",12
"E4","C",2
"E4","C",7
"E4","C",57
"E4","D",888
"E4","D",762
"E4","E",330
"E4","E",794
"E4","E",753
"E4","F",1
"E4","F",0
"E4","F",6
"E4","F",3
"E4","G",568
"E4","G",354
"E4","H",66
"E4","H",31
"E4","H",117
"E4","H",46
"E4","H",89
"E4","H",112
"E4","H",79
"E4","H",140
"E4","I",28
"E4","I",36
"E4","I",22
"E4","I",31
"E4","I",166
"E4","I",22
"E4","I",34
"E4","J",5
"E4","J",8
"E4","J",13
"E4","J",10
"E4","J",15
"E4","J",9
"E4","J",7
"E4","J",9
"E4","K",0
"E4","K",0
"E4","L",221
"E4","L",216
"E4","M",16
"E4","M",107
"E4","M",16
"E4","M",42
"E5","A",10
"E5","A",10
"E5","A",13
"E5","A",6
"E5","B",107
"E5","B",90
"E5","B",86
"E5","B",42
"E5","B",50
"E5","B",101
"E5","B",80
"E5","B",71
"E5","B",132
"E5","B",75
"E5","C",36
"E5","C",14
"E5","C",24
"E5","C",23
"E5","C",19
"E5","C",21
"E5","C",54
"E5","C",10
"E5","C",17
"E5","D",833
"E5","D",730
"E5","D",793
"E5","E",763
"E5","E",825
"E5","E",631
"E5","E",381
"E5","E",323
"E5","E",295
"E5","F",11
"E5","F",14
"E5","F",8
"E5","F",34
"E5","G",804
"E5","G",464
"E5","G",32
"E5","G",659
"E5","G",126
"E5","G",265
"E5","G",588
"E5","G",435
"E5","G",407
"E5","H",126
"E5","H",104
"E5","H",110
"E5","H",132
"E5","H",123
"E5","H",35
"E5","I",90
"E5","I",109
"E5","I",86
"E5","I",75
"E5","I",51
"E5","I",75
"E5","J",27
"E5","J",28
"E5","J",16
"E5","J",20
"E5","J",19
"E5","J",17
"E5","K",0
"E5","K",2
"E5","K",0
"E5","K",0
"E5","K",0
"E5","K",0
"E5","K",0
"E5","L",254
"E5","L",588
"E5","L",291
"E5","M",36
"E5","M",45
"E5","M",44
"E5","M",54
"E5","M",64
"E5","M",36
"E5","M",43
"E6","A",11
"E6","A",10
"E6","A",7
"E6","A",4
"E6","A",10
"E6","A",8
"E6","A",6
"E6","B",113
"E6","B",95
"E6","B",104
"E6","B",34
"E6","B",11
"E6","C",8
"E6","C",25
"E6","C",0
"E6","C",14
"E6","C",7
"E6","D",721
"E6","D",784
"E6","E",560
"E6","E",309
"E6","E",246
"E6","E",828
"E6","E",769
"E6","F",2
"E6","F",0
"E6","F",1
"E6","F",0
"E6","F",0
"E6","F",0
"E6","G",605
"E6","G",408
"E6","G",128
"E6","G",236
"E6","H",111
"E6","H",116
"E6","H",140
"E6","H",190
"E6","H",77
"E6","I",35
"E6","I",50
"E6","I",67
"E6","J",19
"E6","J",23
"E6","J",9
"E6","J",10
"E6","J",11
"E6","J",21
"E6","J",11
"E6","J",14
"E6","K",0
"E6","K",0
"E6","K",0
"E6","L",158
"E6","L",249
"E6","L",519
"E6","M",55
"E6","M",69
"E6","M",24
"E6","M",40
"E6","M",43
"E6","M",37
"E6","M",19
"E6","M",52
"E6","M",57
"E7","A",7
"E7","A",4
"E7","A",9
"E7","A",6
"E7","A",5
"E7","A",5
"E7","A",4
"E7","B",29
"E7","B",47
"E7","B",73
"E7","B",64
"E7","B",36
"E7","C",5
"E7","C",6
"E7","C",6
"E7","C",9
"E7","C",5
"E7","D",771
"E7","D",784
"E7","D",777
"E7","D",867
"E7","D",845
"E7","E",268
"E7","E",292
"E7","E",275
"E7","E",268
"E7","E",311
"E7","E",239
"E7","E",222
"E7","E",321
"E7","F",2
"E7","F",2
"E7","F",4
"E7","F",4
"E7","F",4
"E7","G",212
"E7","G",226
"E7","G",174
"E7","G",232
"E7","G",220
"E7","G",472
"E7","H",65
"E7","H",64
"E7","H",63
"E7","H",52
"E7","H",76
"E7","H",121
"E7","H",55
"E7","H",62
"E7","H",28
"E7","H",43
"E7","I",23
"E7","I",29
"E7","I",29
"E7","I",37
"E7","I",33
"E7","I",21
"E7","I",24
"E7","J",6
"E7","J",7
"E7","J",9
"E7","J",11
"E7","J",13
"E7","J",7
"E7","J",11
"E7","J",10
"E7","J",10
"E7","J",8
"E7","J",8
"E7","K",0
"E7","K",0
"E7","K",0
"E7","K",0
"E7","K",1
"E7","K",0
"E7","K",0
"E7","K",0
"E7","K",0
"E7","K",3
"E7","L",208
"E7","L",300
"E7","L",258
"E7","M",52
"E7","M",25
"E7","M",22
"E7","M",37
"E7","M",23
"E8","A",6
"E8","A",8
"E8","A",12
"E8","A",3
"E8","A",44
"E8","A",7
"E8","A",10
"E8","A",2
"E8","A",8
"E8","A",7
"E8","A",3
"E8","A",8
"E8","A",7
"E8","A",9
"E8","A",13
"E8","A",21
"E8","A",14
"E8","A",5
"E8","A",9
"E8","A",7
"E8","A",10
"E8","A",16
"E8","A",6
"E8","A",46
"E8","A",11
"E8","B",165
"E8","B",143
"E8","B",166
"E8","B",158
"E8","B",113
"E8","B",98
"E8","B",138
"E8","B",90
"E8","B",171
"E8","B",105
"E8","B",154
"E8","B",143
"E8","B",220
"E8","B",132
"E8","B",134
"E8","B",108
"E8","B",161
"E8","B",99
"E8","B",156
"E8","B",135
"E8","B",152
"E8","B",202
"E8","B",136
"E8","B",90
"E8","B",83
"E8","B",147
"E8","B",151
"E8","C",258
"E8","C",311
"E8","C",165
"E8","C",163
"E8","C",212
"E8","C",259
"E8","C",267
"E8","C",255
"E8","C",275
"E8","C",221
"E8","C",298
"E8","C",470
"E8","C",284
"E8","C",320
"E8","C",288
"E8","D",744
"E8","D",847
"E8","D",856
"E8","D",783
"E8","D",802
"E8","D",715
"E8","D",764
"E8","D",800
"E8","D",706
"E8","D",882
"E8","D",723
"E8","D",815
"E8","D",874
"E8","D",814
"E8","D",890
"E8","D",825
"E8","E",507
"E8","E",888
"E8","E",820
"E8","E",255
"E8","E",768
"E8","E",246
"E8","F",106
"E8","F",25
"E8","F",96
"E8","F",41
"E8","F",103
"E8","F",53
"E8","F",78
"E8","F",94
"E8","F",85
"E8","F",95
"E8","F",104
"E8","F",88
"E8","F",94
"E8","F",68
"E8","F",71
"E8","F",91
"E8","F",84
"E8","F",88
"E8","F",97
"E8","F",96
"E8","F",60
"E8","F",48
"E8","G",571
"E8","G",760
"E8","G",492
"E8","G",738
"E8","G",842
"E8","G",881
"E8","G",278
"E8","G",202
"E8","G",823
"E8","G",835
"E8","G",276
"E8","G",807
"E8","G",758
"E8","G",446
"E8","G",733
"E8","G",874
"E8","H",126
"E8","H",143
"E8","H",212
"E8","H",100
"E8","H",213
"E8","H",150
"E8","H",136
"E8","H",139
"E8","H",101
"E8","H",111
"E8","H",182
"E8","H",122
"E8","H",192
"E8","H",135
"E8","H",116
"E8","H",102
"E8","H",109
"E8","H",123
"E8","H",92
"E8","H",117
"E8","H",150
"E8","H",144
"E8","H",82
"E8","I",763
"E8","I",810
"E8","I",210
"E8","I",787
"E8","I",717
"E8","I",789
"E8","I",819
"E8","I",785
"E8","I",940
"E8","I",726
"E8","I",721
"E8","I",927
"E8","I",807
"E8","I",724
"E8","I",898
"E8","I",794
"E8","I",817
"E8","I",820
"E8","J",170
"E8","J",179
"E8","J",102
"E8","J",157
"E8","J",134
"E8","J",128
"E8","J",121
"E8","J",190
"E8","J",165
"E8","J",143
"E8","J",115
"E8","J",124
"E8","J",112
"E8","J",150
"E8","J",138
"E8","J",129
"E8","J",108
"E8","J",117
"E8","K",0
"E8","K",1
"E8","K",0
"E8","K",0
"E8","K",1
"E8","K",3
"E8","K",0
"E8","K",0
"E8","K",2
"E8","K",3
"E8","K",0
"E8","K",1
"E8","K",0
"E8","K",1
"E8","K",2
"E8","K",0
"E8","K",0
"E8","K",0
"E8","K",0
"E8","K",0
"E8","K",0
"E8","K",0
"E8","K",0
"E8","K",1
"E8","K",0
"E8","K",0
"E8","K",1
"E8","K",0
"E8","K",0
"E8","K",0
"E8","K",0
"E8","K",0
"E8","K",0
"E8","K",0
"E8","K",0
"E8","L",229
"E8","L",438
"E8","L",532
"E8","L",647
"E8","L",364
"E8","L",276
"E8","L",399
"E8","L",273
"E8","L",370
"E8","L",454
"E8","L",819
"E8","M",38
"E8","M",34
"E8","M",49
"E8","M",47
"E8","M",66
"E8","M",24
"E8","M",24
"E8","M",44
"E8","M",61
"E8","M",44
"E8","M",37
"E8","M",37
"E8","M",31
"E8","M",22
"E8","M",128
"E8","M",41
"E8","M",38
"E8","M",54
"E8","M",20
"E8","M",30
"E8","M",26
"E8","M",48
"E8","M",28
"E9","A",8
"E9","A",27
"E9","A",14
"E9","A",6
"E9","A",6
"E9","A",9
"E9","A",30
"E9","B",120
"E9","B",140
"E9","B",147
"E9","B",157
"E9","B",79
"E9","B",152
"E9","B",115
"E9","B",122
"E9","B",40
"E9","B",79
"E9","B",24
"E9","B",69
"E9","B",91
"E9","B",124
"E9","B",100
"E9","C",36
"E9","C",18
"E9","C",6
"E9","C",8
"E9","C",13
"E9","C",9
"E9","C",17
"E9","C",17
"E9","C",19
"E9","C",17
"E9","C",16
"E9","C",34
"E9","D",765
"E9","D",740
"E9","D",790
"E9","D",859
"E9","D",964
"E9","D",790
"E9","D",870
"E9","D",531
"E9","D",721
"E9","D",743
"E9","E",792
"E9","E",792
"E9","E",337
"E9","E",94
"E9","E",787
"E9","E",852
"E9","E",234
"E9","E",771
"E9","F",12
"E9","F",5
"E9","F",9
"E9","F",9
"E9","F",4
"E9","F",7
"E9","F",6
"E9","F",4
"E9","F",7
"E9","F",3
"E9","F",6
"E9","F",3
"E9","F",7
"E9","F",7
"E9","G",760
"E9","G",854
"E9","G",877
"E9","G",755
"E9","G",900
"E9","G",516
"E9","G",590
"E9","G",321
"E9","G",684
"E9","G",508
"E9","G",681
"E9","G",203
"E9","G",118
"E9","G",493
"E9","G",862
"E9","G",821
"E9","G",473
"E9","G",845
"E9","G",773
"E9","H",119
"E9","H",108
"E9","H",151
"E9","H",117
"E9","H",141
"E9","H",121
"E9","H",96
"E9","H",81
"E9","H",90
"E9","H",104
"E9","H",109
"E9","H",135
"E9","I",87
"E9","I",79
"E9","I",76
"E9","I",78
"E9","I",65
"E9","I",35
"E9","I",73
"E9","I",42
"E9","I",100
"E9","J",157
"E9","J",19
"E9","J",40
"E9","J",26
"E9","J",235
"E9","J",11
"E9","J",17
"E9","J",20
"E9","J",21
"E9","K",2
"E9","K",1
"E9","K",2
"E9","K",0
"E9","K",0
"E9","K",0
"E9","K",0
"E9","K",0
"E9","K",0
"E9","K",0
"E9","K",0
"E9","K",0
"E9","K",2
"E9","K",0
"E9","L",175
"E9","L",222
"E9","L",360
"E9","L",343
"E9","L",207
"E9","L",493
"E9","L",345
"E9","M",36
"E9","M",51
"E9","M",42
"E9","M",13
"E9","M",42
"E9","M",27
"E10","A",13
"E10","A",12
"E10","A",7
"E10","A",13
"E10","A",8
"E10","A",8
"E10","A",20
"E10","A",7
"E10","A",11
"E10","A",8
"E10","B",13
"E10","B",33
"E10","B",49
"E10","B",41
"E10","B",60
"E10","B",66
"E10","B",86
"E10","B",72
"E10","B",58
"E10","B",68
"E10","B",27
"E10","B",80
"E10","B",38
"E10","B",55
"E10","B",50
"E10","B",32
"E10","B",44
"E10","B",95
"E10","C",8
"E10","C",4
"E10","C",10
"E10","C",5
"E10","C",7
"E10","C",9
"E10","C",6
"E10","C",6
"E10","C",6
"E10","C",2
"E10","C",9
"E10","D",837
"E10","D",813
"E10","D",836
"E10","D",800
"E10","D",809
"E10","E",345
"E10","E",363
"E10","E",290
"E10","E",392
"E10","F",4
"E10","F",3
"E10","F",8
"E10","F",2
"E10","F",4
"E10","F",6
"E10","F",3
"E10","F",5
"E10","F",3
"E10","F",2
"E10","G",188
"E10","G",241
"E10","G",120
"E10","G",178
"E10","G",485
"E10","H",50
"E10","H",84
"E10","H",77
"E10","H",58
"E10","H",49
"E10","H",27
"E10","H",33
"E10","H",88
"E10","H",43
"E10","H",56
"E10","H",70
"E10","H",23
"E10","I",23
"E10","I",22
"E10","I",21
"E10","I",25
"E10","I",34
"E10","I",21
"E10","I",27
"E10","J",6
"E10","J",11
"E10","J",13
"E10","J",9
"E10","J",16
"E10","J",11
"E10","J",9
"E10","J",11
"E10","J",12
"E10","J",5
"E10","J",9
"E10","J",7
"E10","J",8
"E10","K",3
"E10","K",0
"E10","K",0
"E10","K",5
"E10","K",4
"E10","K",1
"E10","K",0
"E10","K",0
"E10","K",0
"E10","K",0
"E10","K",0
"E10","K",0
"E10","L",838
"E10","M",38
"E10","M",19
"E10","M",24
"E10","M",39
"E10","M",30
"E10","M",22
"E10","M",20
"F1","A",13
"F1","A",11
"F1","A",20
"F1","A",8
"F1","A",8
"F1","A",5
"F1","A",10
"F1","A",107
"F1","A",7
"F1","A",6
"F1","A",9
"F1","B",118
"F1","B",157
"F1","B",133
"F1","B",129
"F1","B",233
"F1","B",265
"F1","B",100
"F1","B",168
"F1","B",111
"F1","B",122
"F1","B",125
"F1","B",73
"F1","B",150
"F1","B",213
"F1","B",213
"F1","B",263
"F1","B",224
"F1","B",184
"F1","B",300
"F1","B",149
"F1","B",169
"F1","B",130
"F1","B",94
"F1","B",169
"F1","B",145
"F1","B",162
"F1","B",218
"F1","B",150
"F1","B",158
"F1","C",95
"F1","C",121
"F1","C",120
"F1","C",105
"F1","C",93
"F1","C",107
"F1","C",111
"F1","C",89
"F1","C",99
"F1","C",85
"F1","C",76
"F1","C",87
"F1","C",91
"F1","C",98
"F1","C",129
"F1","C",108
"F1","C",79
"F1","C",109
"F1","C",101
"F1","C",88
"F1","C",242
"F1","C",91
"F1","C",102
"F1","C",160
"F1","C",309
"F1","C",73
"F1","C",154
"F1","C",97
"F1","C",229
"F1","D",764
"F1","D",844
"F1","D",774
"F1","D",786
"F1","D",808
"F1","D",774
"F1","D",786
"F1","D",772
"F1","D",857
"F1","D",822
"F1","D",889
"F1","D",828
"F1","D",832
"F1","D",747
"F1","E",880
"F1","E",555
"F1","E",434
"F1","E",357
"F1","E",559
"F1","E",443
"F1","E",427
"F1","E",316
"F1","E",821
"F1","E",309
"F1","E",577
"F1","E",451
"F1","E",446
"F1","E",728
"F1","E",405
"F1","F",140
"F1","F",107
"F1","F",127
"F1","F",144
"F1","F",119
"F1","F",117
"F1","F",95
"F1","F",80
"F1","F",97
"F1","F",133
"F1","F",120
"F1","F",131
"F1","F",126
"F1","F",152
"F1","F",180
"F1","F",128
"F1","G",309
"F1","G",779
"F1","G",664
"F1","G",818
"F1","G",617
"F1","G",100
"F1","G",781
"F1","G",532
"F1","G",477
"F1","G",671
"F1","G",600
"F1","G",250
"F1","G",826
"F1","G",528
"F1","G",876
"F1","H",192
"F1","H",225
"F1","H",122
"F1","H",120
"F1","H",151
"F1","H",162
"F1","H",147
"F1","H",163
"F1","H",185
"F1","H",265
"F1","H",75
"F1","H",241
"F1","H",133
"F1","H",163
"F1","H",160
"F1","H",84
"F1","H",95
"F1","H",194
"F1","H",178
"F1","H",173
"F1","I",705
"F1","I",827
"F1","I",869
"F1","I",749
"F1","I",974
"F1","I",759
"F1","I",456
"F1","I",858
"F1","I",635
"F1","I",882
"F1","I",868
"F1","I",675
"F1","I",901
"F1","J",225
"F1","J",57
"F1","J",82
"F1","J",324
"F1","J",68
"F1","J",53
"F1","J",58
"F1","J",84
"F1","J",137
"F1","J",96
"F1","J",40
"F1","J",85
"F1","J",47
"F1","J",62
"F1","J",72
"F1","J",53
"F1","J",94
"F1","J",114
"F1","J",65
"F1","J",65
"F1","J",103
"F1","J",51
"F1","J",55
"F1","J",45
"F1","J",66
"F1","J",55
"F1","J",123
"F1","J",55
"F1","J",56
"F1","J",72
"F1","J",54
"F1","J",46
"F1","J",76
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",1
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",1
"F1","K",10
"F1","K",0
"F1","K",0
"F1","K",6
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",0
"F1","K",0
"F1","L",497
"F1","L",733
